code,description
80421-1,Public health Mandatory reporting form
80422-9,Comm hlth care Report
80423-7,Comm hlth care Safety assessment note
8042-4,T spiralis Ab Ser-aCnc
80424-5,ITPase cSub RBC
80425-2,Hexosaminidase A DBS-cCnc
80426-0,HDV RNA # SerPl NAA+probe
80427-8,Employer name
80428-6,Past employer name
80429-4,Employer address
80430-2,Past employer addr
80431-0,Employer city
8043-2,T spiralis IgG Ser Ql
80432-8,Past employer city
80433-6,Employer state
80434-4,Past employer state
80435-1,Employer postal code
80436-9,Past employer postal code
80437-7,Employer country
80438-5,Past employer country
80439-3,Alcohol intake Pnl
8044-0,Deprecated T brucei Ab Ser-aCnc
80440-1,Bioactive compound intake Pnl
80441-9,Breast milk +or formula intake Pnl
80442-7,Breast milk intake Pnl
80443-5,Calorie in Pnl
80444-3,Fluid in Pnl
80445-0,Food amt Pnl
80446-8,Inf formula intake Pnl
80447-6,Meal +or snack pattern Pnl
80448-4,Enteral tube flush vol 24h
80449-2,Adeq infant formula intake
804-5,WBC # Bld Manual
80450-0,Beer intake 24h Measured
80451-8,B glucan intake 24h Est
80452-6,B glucan intake 24h Measured
80453-4,Food in Pnl
80454-2,Enteral tube.nutr int Pnl
80455-9,Grain 24h nRate Est
80456-7,Grain 24h nRate Measured
8045-7,T cruzi Ab Ser-aCnc
80457-5,Fruit serving 24h nRate Est
80458-3,Fruit serving 24h nRate Measured
80459-1,Vegetable serv 24h nRate Est
80460-9,Vegetable serv 24h nRate Measured
80461-7,Dairy servings 24h nRate Est
80462-5,Dairy servings 24h nRate Measured
80463-3,Protein servings 24h nRate Est
80464-1,Protein servings 24h nRate Measured
8046-5,VZV Ab Ser-aCnc
80465-8,Oil serv 24h nRate Est
80466-6,Oil serv 24h nRate Measured
80467-4,Empty calorie serv 24h nRate Est
80468-2,Empty calorie serv 24h nRate Measured
80469-0,Inf formula int 24h Measured
80470-8,Plnt stanol ester int 24h Est
80471-6,Plnt stanol ester int 24h Measured
80472-4,Psyllium intake 24h Est
8047-3,VZV IgG Ser-aCnc
80473-2,Psyllium intake 24h Measured
80474-0,Inf formula int 24h Est
80475-7,Fluid intake ET nutr formula comp
80476-5,Enteral tube.nutr formula conc EngCnc
80477-3,Fluid intake ET nutr formula vol 24h
80478-1,Dist alcohol int 24h Measured
80479-9,Wine intake 24h
80480-7,Soy protein intake 24h Est
8048-1,VZV IgM Ser-aCnc
80481-5,Soy protein intake 24h Measured
80482-3,Breast milk feed attmpts 24h nRate
80483-1,Breast milk intake vol 24h Est
80484-9,Breast milk intake vol 24h Measured
80485-6,Breast milk int adeq
80486-4,Snacks 24h nRate Est
80487-2,Snacks 24h nRate Measured
80488-0,Infant formula feed 24h nRate
80489-8,Caffeine intake 24h Est
80490-6,Caffeine intake 24h Measured
80491-4,Meals 24h nRate Est
80492-2,Meals 24h nRate Measured
80493-0,Activity level Accel
80494-8,Calorie intake 24h Measured
80495-5,MR Mediastinum WO contr
80496-3,MR p 3D proc
80497-1,MR Guided Brst-R Needle loc
80498-9,MR Guided Brst-L Needle loc
8049-9,VZV DNA Ser Ql NAA+probe
80499-7,MR Whole body WO+W contr IV
80500-2,MR Hrt W stress+WO contr
80501-0,MR SB W contr PO+WO IV
80502-8,MRA Abd Aort+ROves-Bl WO+W contr IV
80503-6,MR SB W contr PO+WO+W IV
80504-4,MR Guided Bx
80505-1,MR Brain for new dx tumor WO+W contr IV
80506-9,MR Brain for LG tumor WO+W contr IV
8050-7,VEEV IgG Ser-aCnc
80507-7,MR Brain for HG tumor WO+W contr IV
80508-5,MR UE joint W contr IS
80509-3,MR Guided Clip place
80510-1,MR Brain for mets WO+W contr IV
80511-9,MR Brain for postop
80512-7,MR Bone mar WO contr
80513-5,MR Bone mar W contr IV
80514-3,MR Bone mar WO+W contr IV
8051-5,VEEV IgM Ser-aCnc
80515-0,Kappa LC Free Ser Neph-mCnc
80516-8,Lambda LC Free Ser Neph-mCnc
80517-6,Kappa LC Free/Lambda Free Ser Neph
80518-4,C baratii F bont gene Spec Ql NAA+probe
80519-2,Urine flow.max GU Uroflow
805-2,WBC # CSF Auto
80520-0,Flow time Ur Uroflow
80521-8,Uroflow Study report
80522-6,Urineflow.mean GU Uroflow
8052-3,WEEV IgG Ser-aCnc
80523-4,Fluid output urine Uroflow
80524-2,Voiding time Ur Uroflow
80525-9,Uroflowmetry Pnl GU Uroflow
80526-7,Time to max urine flow GU Uroflow
80527-5,PCI indiv lesion details Pnl
80528-3,Cath+angio preop Pnl
80529-1,Everolimus DBS-mCnc
80530-9,Fluconazole DBS-mCnc
8053-1,WEEV IgM Ser-aCnc
80531-7,Itraconaz DBS-mCnc
80532-5,Methadone Bld-mCnc
80533-3,Methamphet Hair-mCnt
80534-1,MDA Hair-mCnt
80535-8,MDEA Hair-mCnt
80536-6,MDEA Bld-mCnc
80537-4,MDMA Hair-mCnt
80538-2,Me-phenidate Hair-mCnt
80539-0,Morphine Hair-mCnt
80540-8,Moxifloxacin DBS-mCnc
80541-6,Nicotine Hair-mCnt
80542-4,Norcitalopram DBS-mCnc
80543-2,Norclozapine DBS-mCnc
80544-0,Nortrip DBS-mCnc
80545-7,Posaconazole Hair-mCnt
80546-5,rifAMPin DBS-mCnc
80547-3,Rilpivirine SerPl-mCnc
80548-1,Sirolimus DBS-mCnc
8054-9,YFV Ab Ser-aCnc
80549-9,Sulfamethoxazole DBS-mCnc
80550-7,Tacrolimus DBS-mCnc
80551-5,THC Hair-mCnt
80552-3,Trimethoprim DBS-mCnc
80553-1,Voriconazole DBS-mCnc
80554-9,Zopiclone SerPl-mCnc
80555-6,DAM Hair-mCnt
8055-6,YFV IgG Ser-aCnc
80556-4,cloZAPine DBS-mCnc
80557-2,EDDP Hair-mCnt
80558-0,Amitrip DBS-mCnc
80559-8,Clarithro DBS-mCnc
80560-6,Citalopram DBS-mCnc
80561-4,cycloSPORINE DBS-mCnc
80562-2,Diagram
80563-0,Report
8056-4,YFV IgM Ser-aCnc
80564-8,Mandatory reporting form
80565-5,MAR
80566-3,Checklist
80567-1,Flowsheet
80568-9,Form
80569-7,Pharmacology Progress note
80570-5,Agreement
80571-3,Certificate
8057-2,YFV RNA Ser Ql NAA+probe
80572-1,Cardiac surgery Flowsheet
80573-9,Cardiac surgery Checklist
80574-7,Cardiac surgery Admit H&P note
80575-4,Cardiac surgery Consult note
80576-2,Cardiac surgery Educ note
80577-0,Cardiac surgery Referral note
80578-8,Cardiac surgery Pre-op note
80579-6,Cardiac surgery Operative note
8058-0,AChR Ab Ser-aCnc
80580-4,Cardiac surgery Transfer sum note
80581-2,Spec DtTmRng Inc
80582-0,LOINC Doc Ont Assoc. Obs Pnl
80583-8,fMR Brain for motor func
80584-6,MR Urethra Endovaginal WO contr
80585-3,MR Pelvis Endorectal W contr IV
80586-1,Adenovirus hexon gene Nph Ql NAA+probe
80587-9,hMPV A+B L+N genes Nph Ql NAA+probe
80588-7,FLUAV M gene Nph Ql NAA+probe
80589-5,FLUAV H1 HA gene Nph Ql NAA+probe
80590-3,FLUAV H3 HA gene Nph Ql NAA+probe
80591-1,FLUBV NS gene Nph Ql NAA+probe
80592-9,HPIV1 F gene Nph Ql NAA+probe
80593-7,HPIV2 L gene Nph Ql NAA+probe
80594-5,HPIV3 NP gene Nph Ql NAA+probe
80595-2,HPIV4 P gene Nph Ql NAA+probe
80596-0,Rhinovirus 5' UTR RNA Nph Ql NAA+probe
80597-8,RSV A 5' UTR RNA Nph Ql NAA+probe
8059-8,Adrenal Ab Ser-aCnc
80598-6,RSV B F gene Nph Ql NAA+probe
80599-4,B holmesii fumC Nph Ql NAA+probe
806-0,WBC # CSF Manual
80600-0,B pert.PT Prmt Nph Ql NAA+probe
80601-8,B per+par+bron gidA Nph Ql NAA+probe
80602-6,Resp pathogens Nph NAA+probe
80603-4,Fact XI Inhib PPP Ql
80604-2,Desacetylrifampicin SerPl-mCnc
80605-9,Desacetylrifampicin DBS-mCnc
8060-6,Adrenal cortex Ab Ser-aCnc
80606-7,14OH-clarithromycin SerPl-mCnc
80607-5,14OH-clarithromycin DBS-mCnc
80608-3,Cefuroxime SerPl-mCnc
80609-1,Linezolid DBS-mCnc
80610-9,A IgG SerPl Ql
80611-7,Phosphate ?Tm Ur-sCnc
80612-5,B IgG SerPl Ql
80613-3,HCO3 ?Tm Ur-sCnc
8061-4,ANA Ser Ql
80614-1,Baclofen Spec-sCnc
80615-8,Recom F/U
80616-6,
80617-4,Cefuroxime.free SerPl-mCnc
80618-2,ZIKV IgM CSF IA-aCnc
80619-0,ZIKV IgM SerPl IA-aCnc
80620-8,ZIKV NAb Titr Ser Nt
80621-6,ZIKV NAb Titr CSF Nt
8062-2,Cardiolipin Ab Ser-aCnc
80622-4,ZIKV NAb sp1 Titr Ser Nt
80623-2,ZIKV NAb sp2 Titr Ser Nt
80624-0,ZIKV NAb sp1 Titr CSF Nt
80625-7,ZIKV NAb sp2 Titr CSF Nt
80626-5,
80627-3,Coag factor Xa inhib PPP-mCnc
80628-1,SBMTE Ur-mCnc
80629-9,TMPA Bld-mCnc
8063-0,Cardiolipin IgA SerPl-aCnc
80630-7,"1,2DCA Bld-mCnc"
80631-5,"1,3BDM+1,4BDM Bld-mCnc"
80632-3,VX acid Bld-mCnc
80633-1,Aldicarb Ur-mCnc
80634-9,Aldicarb sulfone Ur-mCnc
80635-6,Aldicarb sulfoxide Ur-mCnc
80636-4,Alpha-amanitin Ur-mCnc
80637-2,Bedaquiline SerPl-mCnc
80638-0,Beta-amanitin Ur-mCnc
80639-8,Gamma-amanitin Ur-mCnc
80640-6,Disopyramide+Nordisopyramide SerPl-mCnc
80641-4,Dothiepin+Nordothiepin SerPl-mCnc
80642-2,Floxacillin free SerPl-mCnc
80643-0,Gadolinium Tiss-mCnt
80644-8,IMPA Bld-mCnc
80645-5,Maprotiline+normaprotiline SerPl-mCnc
80646-3,Monocyclohexyl Me-phosphonate Bld-mCnc
80647-1,Monoethyl Me-phosphonate Bld-mCnc
8064-8,Deprecated Cardiolipin IgG Ser EIA-aCnc
80648-9,N-monodesmethyl bedaquiline SerPl-mCnc
80649-7,Tetramine Ur-mCnc
80650-5,Tin Bld-sCnc
80651-3,Voriconazole N-oxide SerPl-mCnc
80652-1,Everolimus Dose
80653-9,Sperm norm chrom NFr Smn Romanowsky stn
80654-7,Sperm prog 1+2 NFr Smn
8065-5,Cardiolipin IgG SerPl-aCnc
80655-4,Hgb G-Philad MFr Bld
80656-2,Hgb Hope MFr Bld
80657-0,Hg Q MFr Bld
80658-8,ACT Diatom earth Ind Bld
80659-6,ACT Kaolin Ind Bld
80660-4,Strongyloides IgG Ser Ql IA
80661-2,Color DiafP
80662-0,Specimen vol DiafP
8066-3,Deprecated Cardiolipin IgM Ser EIA-aCnc
80663-8,HNPAA Ur-mCnc
80664-6,Clinical Neurophys Consult note
80665-3,Clinical Neurophys Progress note
80666-1,Vasc Neuro Consult note
80667-9,Vasc Neuro Progress note
80668-7,Vasc Neuro Operative note
80669-5,Vasc Neuro Procedure note
80670-3,Clinical Neurophys Procedure note
8067-1,Cardiolipin IgM SerPl-aCnc
80671-1,Pastoral Care Progress note
80672-9,SW Conf eval note
80673-7,Maternal fetal med Consult note
80674-5,AdV 40+41 fib prot Stl Ql NAA+probe
80675-2,RVA VP6 Stl Ql NAA+probe
80676-0,EC O157 rfbE gene Stl Ql NAA+probe
80677-8,ETEC eltA+estB genes Stl Ql NAA+probe
80678-6,Salmonella sp invA+fliC Stl Ql NAA+probe
80679-4,EC stx1+stx2 genes Stl Ql NAA+probe
80680-2,Vibrio chol toxin ctxA Stl Ql NAA+probe
80681-0,C parvum+hominis COWP Stl Ql NAA+probe
80682-8,E histolytica 18S rRNA Stl Ql NAA+probe
80683-6,G lamblia 18S rRNA Stl Ql NAA+probe
80684-4,C coli+jej+lar 16S rRNA Stl Ql NAA+probe
80685-1,C dif tox tcdA+tcdB Stl Ql NAA+probe
80686-9,CYP2C9 gene Mut Anl Bld/T
80687-7,CYP1A2 Mut Anl Bld/T
80688-5,HIV1 RNA tropism Plas
8068-9,Centromere Ab Ser-aCnc
80689-3,HIV 1 RNA RT + PR + IN Mut Det Plas Seq
80690-1,HIV1 proviral DNA tropism Bld MC
80691-9,HIV1 proviral DNA IN Mut Det Bld MC Seq
80692-7,HIV1 proviral DNA RT + PR Mut Det Seq
80693-5,HIV1 provir DNA RT + PR + IN Mut Det Seq
80694-3,HIV1 proviral DNA Gentyp Bld MC Nar
80695-0,HIV 1 proviral DNA Gentyp Bld MC Doc
80696-8,CVAA Ur-mCnc
8069-7,Epidis Ab Titr Ser
80697-6,Mycophenolate acyl-G SerPl-mCnc
80698-4,Viable CD34 cells/100 CD34 NFr HPC BPU
80699-2,CD4-CD8-/100 CD3+TCR A-B+ NFr Bld
80700-8,CD25+CD127- cells/100 CD3+CD4+ NFr Bld
80701-6,CD27- cells/100 CD3+CD8+ NFr Bld
80702-4,CD27+CD45RA- cells/100 CD3+CD4+ NFr Bld
80703-2,CD27+CD45RA- cells/100 CD3+CD8+ NFr Bld
80704-0,CD27+CD45RA+ cells/100 CD3+CD4+ NFr Bld
8070-5,Gliadin IgM Ser-aCnc
80705-7,CD27+CD45RA+ cells/100 CD3+CD8+ NFr Bld
80706-5,CD27+IgD- cells/100 CD19+CD20+ NFr Bld
80707-3,CD27+IgD+ cells/100 CD19+CD20+ NFr Bld
80708-1,CD27-CD45RA- cells/100 CD3+CD4+ NFr Bld
80709-9,CD27-CD45RA+ cells/100 CD3+CD4+ NFr Bld
80710-7,CD27-IgD+ cells/100 CD19+CD20+ NFr Bld
80711-5,CD38+HLA-DR+ cells/100 CD3+CD4+ NFr Bld
80712-3,CD38+HLA-DR+ cells/100 CD3+CD8+ NFr Bld
8071-3,Histone Ab Ser Ql
80713-1,TCR A-B Cells/100 CD3 NFr Bld
80714-9,TCR G-D Cells/100 CD3 NFr Bld
80715-6,FSHR gene Mut Anl Bld/T
80716-4,T-cell activated subsets Pnl Bld
80717-2,B-cell CD27 + IgD subsets Pnl Bld
80718-0,Lymph TCR gam delt + alpha beta sub Pnl
80719-8,T-cell naive + mem + eff subsets Imp
80720-6,T-cell naive + mem + eff subsets Pnl
8072-1,Insulin Ab Ser-aCnc
80721-4,Lymph T-cell + B-cell + NK subsets Pnl
80722-2,T-cell + B-cell + NK subsets Bld-Imp Nar
80723-0,B-cell CD27 + IgD subsets Bld-Imp Nar
80724-8,Non-liquefact vol/Total vol VFr Smn Est
80725-5,Trichomonas Smn Ql Micro
80726-3,Blood sampling perf Cardiac Cath
80727-1,PCI perf Hrt
80728-9,Percent sten of Coron aa seg --pre proc
80729-7,New or recur sten Cor aa seg
80730-5,Stenosis class Cor aa seg ACC-AHA
80731-3,PCI indiv lesion proc results Pnl Hrt
80732-1,Otolaryngology Checklist
80733-9,Otolaryngology Admit H&P note
80734-7,Otolaryngology Pre-op note
80735-4,Otolaryngology Transfer sum note
80736-2,Bld Bnk+Trans Med Consult note
80737-0,cPRA Ser Calc
80738-8,TPMT gene Mut Anl Bld/T Seq
8073-9,Insulin Bovine Ab Ser-aCnc
80739-6,Infectious disease Plan of care note
80740-4,Hematology Plan of care note
80741-2,Emergency med ED Plan of care note
80742-0,Mental health Plan of care note
80743-8,Dentistry Plan of care note
80744-6,Col+rec surg Plan of care note
80745-3,General medicine Plan of care note
80746-1,ED Plan of care note
8074-7,Insulin Human Ab Ser-aCnc
80747-9,Endocrinology Plan of care note
80748-7,Clinical genetics Plan of care note
80749-5,Cardiothor surg Plan of care note
80750-3,Gastroenterology Plan of care note
80751-1,Dermatology Plan of care note
80752-9,Fam Med Plan of care note
80753-7,Surgery Plan of care note
8075-4,Insulin Porcine Ab Ser-aCnc
80754-5,Multi-spec prog Plan of care note
80755-2,Nephrology Plan of care note
80756-0,Neuro surgery Plan of care note
80757-8,Nurse pract Plan of care note
80758-6,OT Plan of care note
80759-4,Oncology Plan of care note
80760-2,Neo peri med Plan of care note
80761-0,Neurology Plan of care note
8076-2,ENA Jo1 Ab Ser Ql
80762-8,PT Plan of care note
80763-6,Transplant surgery Plan of care note
80764-4,Pain medicine Plan of care note
80765-1,Psychiatric Plan of care note
80766-9,Orthopaedic surgery Plan of care note
80767-7,Peds surgery Plan of care note
80768-5,Vascular surgery Plan of care note
80769-3,OMS Plan of care note
8077-0,Mitochondria Ab Ser-aCnc
80770-1,Psych Plan of care note
80771-9,Peds Plan of care note
80772-7,Resp therapy Plan of care note
80773-5,Optometry Plan of care note
80774-3,Rheumatology Plan of care note
80775-0,Podiatry Plan of care note
80776-8,Plastic surgery Plan of care note
80777-6,Primary care Plan of care note
80778-4,Otolaryngology Plan of care note
80779-2,Ophthalmol Plan of care note
807-8,WBC # Plr Auto
80780-0,Palliative care Plan of care note
80781-8,Sports medicine Plan of care note
80782-6,Speech-lang path Plan of care note
80783-4,Urology Plan of care note
80784-2,Rec therapy Plan of care note
80785-9,Radiation Onc Plan of care note
80786-7,PM+R Plan of care note
80787-5,OBGYN Plan of care note
8078-8,M pneumo IgM Ser-aCnc
80788-3,SW Plan of care note
80789-1,Cardiac surgery Plan of care note
80790-9,Surgical critical care Plan of care note
80791-7,Nutr+diet Plan of care note
80792-5,Pulmonary disease Diag study note
80793-3,Pulmonary disease Educ note
80794-1,Pulmonary disease Flowsheet
80795-8,Pulmonary disease Initial eval note
8079-6,Myelin IgA Ser-aCnc
80796-6,Pulmonary disease Plan of care note
80797-4,Pharmacology Plan of care note
80798-2,Pulmonary disease Procedure note
80799-0,Surg Onc Admit H&P note
80800-6,Surg Onc Checklist
80801-4,Surg Onc Consult note
80802-2,Surg Onc Educ note
80803-0,Surg Onc Flowsheet
8080-4,Myelin IgG Ser-aCnc
80804-8,Surg Onc Plan of care note
80805-5,Surg Onc Pre-op note
80806-3,Surg Onc Referral note
80807-1,Surg Onc Operative note
80808-9,Surg Onc Transfer sum note
80809-7,Geri med Admit H&P note
80810-5,Geri med Discharge instruct
80811-3,Geri med Discharge sum
8081-2,Myelin IgM Ser-aCnc
80812-1,Geri med Discharge teach note
80813-9,Geri med H&P note
80814-7,Geri med Initial eval note
80815-4,Geri med Progress note
80816-2,Geri med Transfer sum note
80817-0,Geri med Flowsheet
80818-8,Geri med Plan of care note
80819-6,Pulmonary disease Progress note
8082-0,MBP Ab Titr Ser
80820-4,Med reconciliation form
80821-2,ZIKV NAb CSF Ql Nt
80822-0,ZIKV NAb Ser Ql Nt
80823-8,ZIKV IgM CSF Ql IA
80824-6,ZIKV IgM SerPl Ql IA
80825-3,Zika E gene Ser Ql NAA+probe
80826-1,Zika E gene CSF Ql NAA+probe
80827-9,C bot + C baratii toxn Pnl Spec NAA+prb
80828-7,PepsinA+PepsinogenA Lower resp IA-mCnc
80829-5,PepsinA+PepsinogenA Lower resp-Imp
80830-3,pH Lower resp
80831-1,Pepsin A Pnl Lower resp
80832-9,Prot Lower resp-mCnc
80833-7,US mult gest preg Ltd
80834-5,US mult gest 1st trim
80835-2,US TA TV for mult gest preg 1st trim
80836-0,US mult gest 2nd or 3rd trim
80837-8,US mult gest w fet abnl
8083-8,Myocardium Ab Ser-aCnc
80838-6,US Liver Ltd
80839-4,US Pancreas Ltd
80840-2,US Spleen Ltd
80841-0,US Guided Brst Needle place
80842-8,US Guided Brst-L Cyst asp addl
80843-6,US Guided Brst-L Vac Bx
80844-4,US Guided Brst-L FN Bx
80845-1,Deprecated US Brst-L CN Bx guide
8084-6,c-ANCA Ser-aCnc
80846-9,US Guided Brst-R Cyst asp addl
80847-7,US Guided Brst-R Vac Bx
80848-5,US Guided Brst-R FN Bx
80849-3,Deprecated US Brst-R CN Bx guide
80850-1,DOP Carotid aa Ltd
80851-9,DOP Cerebral a Middle Fet for pregnancy
80852-7,US Axilla
8085-3,p-ANCA Ser-aCnc
80853-5,US Guided Elbow Inj
80854-3,US Ext MSK tissue Ltd
80855-0,US Ext MSK tissue
80856-8,DOP Head Ltd
80857-6,DOP Head
80858-4,US Head+neck soft tissue
80859-2,DOP Hrt
808-6,WBC # Plr Manual
80860-0,US LE vv-Ul Ltd
8086-1,Panc Islet Cell Ab Ser-aCnc
80861-8,US LE soft tissue
80862-6,US Pelvis for IVF
80863-4,DOP for transplanted kidney
80864-2,DOP for pregnancy
80865-9,US TV for preg
80866-7,US for preg 2nd or 3rd trim
80867-5,US TA TV preg 1st trim
80868-3,US for preg w fetal abnl
80869-1,US for preg 1st trim
80870-9,US Preg Ltd
80871-7,US Ovary for torsion
80872-5,DOP Uterus+FT W saline IU
80873-3,DOP Penis Ltd
80874-1,DOP Penis ves
80875-8,US Penis soft tissue
80876-6,US Prostate transrectal for vol meas
80877-4,US Scrotum+Test for torsion
80878-2,DOP Umb a Fet for pregnancy
8087-9,PCA Ab Ser-aCnc
80879-0,US UE vv-Ul Ltd
80880-8,US Guided Carpal tunnel Inj
80881-6,US UE soft tissue
80882-4,US Guided Guide--in Surg
80883-2,
80884-0,
80885-7,
80886-5,
8088-7,ENA PCNA Ab Ser Ql
80887-3,
80888-1,
80889-9,
80890-7,
80891-5,
80892-3,UFH Bld HPT-aCnc
80893-1,Proj heparin conc Bld Calc-aCnc
80894-9,2Me-tyrosine/Creat Ur-sRto
8089-5,PA IgG Bld-aCnc
80895-6,US UE vv-Bl
80896-4,DOP Aorta+Iliac a-Bl
80897-2,DOP Aorta+Iliac a-Bl Ltd
80898-0,US Groin+Pseudoaneurysm
80899-8,Plnt sterol ester int 24h Est
80900-4,Plnt sterol ester int 24h Measured
80901-2,Paternal info
80902-0,Surfactant replace Gvn
8090-3,PA IgM Bld-aCnc
80903-8,
80904-6,
80905-3,
80906-1,
80907-9,
80908-7,
80909-5,
80910-3,
8091-1,ENA RNP Ab Ser Ql
80911-1,
80912-9,Gadolinium SerPl-mCnc
80913-7,
80914-5,Start coord Cor aa seg
80915-2,Percent sten of Cor aa seg
80916-0,Cor Lesion start segment
80917-8,Cor Lesion start coord
80918-6,Cor Lesion start seg position
80919-4,Cor Lesion end seg
80920-2,Cor Lesion end coord
80921-0,Cor Lesion end seg position
80922-8,Cor Lesion loc at ves bifur
80923-6,Cor Bifur lesion end segment
80924-4,Cor Bifur lesion end coord
80925-1,Cor Bifur lesion end segment pos
80926-9,Cor stent start segment
80927-7,Cor stent end segment
80928-5,Cor stent start seg position
8092-9,ENA Scl70 Ab Ser Ql
80929-3,Cor stent start coord
80930-1,Cor stent end coord
80931-9,Cor stent end seg position
80932-7,DXA Radius+Ulna Z-score BMD
80933-5,DXA Hip Z-score BMD
80934-3,DXA Femur Z-score BMD
80935-0,DXA Radius+Ulna-R Z-score BMD
80936-8,DXA Radius+Ulna-L Z-score BMD
8093-7,ENA SS-A Ab Ser Ql
80937-6,DXA Hip-R Z-score BMD
80938-4,DXA Hip-L Z-score BMD
80939-2,DXA Femur-R Z-score BMD
809-4,WBC # Prt Auto
80940-0,DXA Femur-L Z-score BMD
80941-8,DXA Heel-R Z-score BMD
80942-6,DXA Heel-L Z-score BMD
80943-4,DXA Radius+Ulna-R T-score BMD
80944-2,DXA Radius+Ulna-L T-score BMD
8094-5,ENA SS-B Ab Ser Ql
80945-9,DXA Hip-R T-score BMD
80946-7,DXA Hip-L T-score BMD
80947-5,DXA Femur-R T-score BMD
80948-3,DXA Femur-L T-score BMD
80949-1,DXA Heel-R T-score BMD
80950-9,DXA Heel-L T-score BMD
80951-7,DXA Radius+Ulna-R ArMass BMD
8095-2,Smooth muscle Ab Titr Ser
80952-5,DXA Radius+Ulna-L ArMass BMD
80953-3,DXA Femur-R ArMass BMD
80954-1,DXA Femur-L ArMass BMD
80955-8,DXA Heel-R ArMass BMD
80956-6,DXA Heel-L ArMass BMD
80957-4,cefTRIAXone free SerPl-mCnc
80958-2,Fracti excret of Mg Ur+SerPl-Rto
80959-0,Glucose 1.5h p meal SerPl-mCnc
8096-0,GH Ab SerPl-aCnc
80960-8,cefTAZidime free SerPl-mCnc
80961-6,Cefotaxime free SerPl-mCnc
80962-4,ceFAZolin free SerPl-mCnc
80963-2,Salicylates free SerPl-mCnc
80964-0,APAP free SerPl-mCnc
80965-7,Topiramate free SerPl-mCnc
80966-5,Tobramycin free SerPl-mCnc
80967-3,Theophylline free SerPl-mCnc
80968-1,Teicoplanin free SerPl-mCnc
80969-9,Methotrexate free SerPl-mCnc
80970-7,Lithium free SerPl-sCnc
80971-5,Gentamicin free SerPl-mCnc
80972-3,Amikacin free SerPl-mCnc
80973-1,Trimethoprim free SerPl-mCnc
80974-9,Sulfamethoxazole free SerPl-mCnc
80975-6,Calcium intake 24h Measured
80976-4,
80977-2,
8097-8,Stria Mus Ab Titr Ser
80978-0,
80979-8,Frataxin Bld-mCnc
80980-6,Frataxin DBS-mCnc
80981-4,"N,N-dimethylarginine SerPl-mCnc"
80982-2,PhyH Fib-cCnt
80983-0,Chloride intake 24h Measured
80984-8,Fluoride intake 24h Measured
80985-5,Family hx of Premature CAD
8098-6,Thyroglob Ab SerPl-aCnc
80986-3,Cardiac arrest 24 hours prior to proc
80987-1,Cardiogenic shock 24 hours pre proc
80988-9,Thrombus Stent
80989-7,Date of proc
80990-5,Fluoro dur
80991-3,Fluoro dose
80992-1,Date+time of surgery
80993-9,Dt+tm 1st balloon infl Hrt Cardiac Cath
8099-4,Thyroperoxidase Ab SerPl-aCnc
80994-7,CAG performed
